word,meaning,proposed_domain,confidence,reason
"hotel","旅馆，饭店；客栈 | 使…在饭店下榻 | 进行旅馆式办公 | n. 旅馆，饭店；客栈 | vt. 使…在饭店下榻 | vi. 进行旅馆式办公 | n. 旅馆，饭店，宾馆","cognition","0.2","keyword rule did not produce a confident match"
"noodle","面条；笨蛋 | n. 面条；笨蛋 | n. 面条","action","0.2","keyword rule did not produce a confident match"
"riddle","解谜；给出谜；充满于 | 谜语；粗筛；谜一般的人、东西、事情等 | n. 谜(语)","control","0.2","keyword rule did not produce a confident match"
"thirteen","num. 十三 | 十三；十三岁；十三个 | 十三 | 十三的；十三个的 | n. 十三；十三岁；十三个 | adj. 十三的；十三个的","change","0.2","keyword rule did not produce a confident match"
"guard","守卫；警戒；护卫队；防护装置 | 警惕 | n. 守卫；警戒；护卫队；防护装置 | vi. 警惕 | vt. 保卫；监视 | n. 防护装置，警戒","change","0.2","keyword rule did not produce a confident match"
"couple","对；夫妇；数个 | 结合；成婚 | n. 对；夫妇；数个 | vt. 结合；连接；连合 | vi. 结合；成婚 | n. 夫妇，一对","cognition","0.2","keyword rule did not produce a confident match"
"describe","vt. 描述，形容；描绘 | 描述，形容；描绘 | vt. 描写，叙述 | 形容； 描写； 画出 | 形容， 描写； 画出 (vt.)","action","0.2","keyword rule did not produce a confident match"
"air","空气，大气；天空；样子；曲调 | 使通风，晾干；夸耀 | n. 空气，大气；天空；样子；曲调 | vt. 使通风，晾干；夸耀 | vi. 通风 | n. 空气；大气","control","0.2","keyword rule did not produce a confident match"
"hate","憎恨；厌恶；遗憾 | 憎恨；反感 | n. 憎恨；反感 | vt. 憎恨；厌恶；遗憾 | vi. 仇恨 | vt.& n. 恨，讨厌","time","0.2","keyword rule did not produce a confident match"
"small","少的，小的；微弱的；几乎没有的；不重要的；幼小的 | 小小地；卑鄙地 | 小件物品；矮小的人 | n. 小件物品；矮小的人 | adj. 少的，小的；微弱的；几乎没有的；不重要的；幼小的 | adv. 小小地；卑鄙地 | a. 小的，少的","economy","0.2","keyword rule did not produce a confident match"
"sight","视力；景象；眼界；见解 | 看见；瞄准 | 见票即付的；即席的 | n. 情景，风景；视力","change","0.2","keyword rule did not produce a confident match"
"avoid","避免；避开，躲避；消除 | vt. 避免；避开，躲避；消除 | v. 避免，躲开，逃避 | 避免， 躲开； 撤销 | 避免， 躲开； 撤销 (vt.)","change","0.2","keyword rule did not produce a confident match"
"science","n. 科学；技术；学科；理科 | 科学；技术；学科；理科 | n. 科学，自然科学","time","0.2","keyword rule did not produce a confident match"
"hungry","饥饿的；渴望的；荒年的；不毛的 | adj. 饥饿的；渴望的；荒年的；不毛的 | a. （饥）饿的","economy","0.2","keyword rule did not produce a confident match"
"present","提出；介绍；呈现；赠送 | 现在的；出席的 | 现在；礼物；瞄准 | n. 现在；礼物；瞄准 | adj. 现在的；出席的 | vt. 提出；介绍；呈现；赠送 | vi. 举枪瞄准 | a. 出现的，出席的 n. 礼物，赠品 vt. 呈奉，奉送","expression","0.2","keyword rule did not produce a confident match"
"madam","夫人；女士；鸨母 | n. 夫人；女士；鸨母","society","0.2","keyword rule did not produce a confident match"
"bathroom","浴室；厕所；盥洗室 | n. 浴室；厕所；盥洗室 | n. 浴室，盥洗室","society","0.2","keyword rule did not produce a confident match"
"goat","山羊；替罪羊（美俚）；色鬼（美俚） | n. 山羊；替罪羊（美俚）；色鬼（美俚） | n. 山羊","state","0.2","keyword rule did not produce a confident match"
"pass","及格；经过；护照；途径；传球 | 经过；传递；变化；终止 | n. 及格；经过；护照；途径；传球 | vt. 通过；经过；传递 | vi. 经过；传递；变化；终止 | vt. 传，递；经过；通过","state","0.2","keyword rule did not produce a confident match"
"boy","男孩；男人 | n. 男孩；男人 | n. 男孩","judgment","0.2","keyword rule did not produce a confident match"
"young","年轻的；初期的；没有经验的 | 年轻人；（动物的）崽，仔 | n. 年轻人；（动物的）崽，仔 | adj. 年轻的；初期的；没有经验的 | a. 年轻的","time","0.2","keyword rule did not produce a confident match"
"jeans","牛仔裤；工装裤 | n. 牛仔裤；工装裤 | n. 牛仔裤 | 工装裤， 牛仔裤","expression","0.2","keyword rule did not produce a confident match"
"model","模型；典型；模范；模特儿；样式 | 模拟；塑造；模仿 | 模范的；作模型用的 | n. 模型；典型；模范；模特儿；样式 | vt. 模拟；塑造；模仿 | vi. 做模型；做模特儿 | adj. 模范的；作模型用的 | n.模型,原形,范例,模范","expression","0.2","keyword rule did not produce a confident match"
"like","喜欢；想；愿意 | 像；如同 | 同样的；相似的 | 爱好；同样的人或物 | 可能 | 好像 | vt. 喜欢；想；愿意 | vi. 喜欢；希望 | prep. 像；如同 | adj. 同样的；相似的 | n. 爱好；同样的人或物 | adv. 可能 | conj. 好像 | prep. 像，跟…一样 vt. 喜欢，喜爱","expression","0.2","keyword rule did not produce a confident match"
"push","推动，增加；对…施加压力，逼迫；按；说服 | 推，决心；大规模攻势；矢志的追求 | n. 推，决心；大规模攻势；矢志的追求 | vi. 推进；增加；努力争取 | vt. 推动，增加；对…施加压力，逼迫；按；说服 | n.& v. 推","control","0.2","keyword rule did not produce a confident match"
"happy","幸福的；高兴的；巧妙的 | (Happy)人名；(英、瑞典、喀)哈皮 | adj. 幸福的；高兴的；巧妙的 | a.幸福；快乐的，高兴的","judgment","0.2","keyword rule did not produce a confident match"
"pronunciation","发音；读法 | n. 发音；读法 | n. 发音","expression","0.2","keyword rule did not produce a confident match"
"twice","两次；两倍 | adv. 两次；两倍 | ad. 两次；两倍","cognition","0.2","keyword rule did not produce a confident match"
"toilet","厕所，盥洗室；梳妆，打扮 | 梳妆，打扮 | 给…梳妆打扮 | n. 厕所，盥洗室；梳妆，打扮 | vt. 给…梳妆打扮 | vi. 梳妆，打扮 | n. 厕所","economy","0.2","keyword rule did not produce a confident match"
"herself","她自己（she的反身代词）；她亲自 | pron. 她自己（she的反身代词）；她亲自 | pron. 她自己","expression","0.2","keyword rule did not produce a confident match"
"earth","地球；地表，陆地；土地，土壤；尘事，俗事；兽穴 | 把（电线）[电] 接地；盖（土）；追赶入洞穴 | n. 地球；地表，陆地；土地，土壤；尘事，俗事；兽穴 | vt. 把（电线） 接地；盖（土）；追赶入洞穴 | vi. 躲进地洞 | n. 地球；土，泥；大地","control","0.2","keyword rule did not produce a confident match"
"elder","老人；长辈；年长者；父辈 | 年长的；年龄较大的；资格老的 | n. 老人；长辈；年长者；父辈 | adj. 年长的；年龄较大的；资格老的 | n. 长者；前辈","society","0.2","keyword rule did not produce a confident match"
"flu","流感 | n. 流感 | n. 流行性感冒","change","0.2","keyword rule did not produce a confident match"
"card","卡片；纸牌；明信片 | 记于卡片上 | n. 卡片；纸牌；明信片 | vt. 记于卡片上 | n.卡片；名片；纸牌","relation","0.2","keyword rule did not produce a confident match"
"encourage","鼓励，怂恿；激励；支持 | vt. 鼓励，怂恿；激励；支持 | vt. 鼓励 | 鼓励， 怂恿； 促进， 助长， 激发 | 鼓励， 怂恿； 促进， 助长， 激发 (vt.)","action","0.2","keyword rule did not produce a confident match"
"wine","酒，葡萄酒；紫红色 | 喝酒 | n. 酒，葡萄酒；紫红色 | vt. 请…喝酒 | vi. 喝酒 | n. 酒","change","0.2","keyword rule did not produce a confident match"
"afternoon","午后，下午 | n. 午后，下午 | n. 下午，午后","cognition","0.2","keyword rule did not produce a confident match"
"force","力量；武力；军队；魄力 | 促使，推动；强迫；强加 | n. 力量；武力；军队；魄力 | vt. 促使，推动；强迫；强加 | vt. 强迫，迫使 | 强迫；用力推动，用力打开 | 军队， 兵力； 暴力， 武力； 力， 力气； 影响力， 效力 | 强迫；用力推动，用力打开 (vt.) | 军队， 兵力； 暴力， 武力； 力， 力气； 影响力， 效力 (n.)","quantity","0.2","keyword rule did not produce a confident match"
"east","东方；东风；东方国家 | 东方的；向东的；从东方来的 | 向东方，在东方 | n. 东方；东风；东方国家 | adj. 东方的；向东的；从东方来的 | adv. 向东方，在东方 | a. 东方；东部的；朝东的；从东方来 ad. 在东方；向东方；从东方 n. 东，东方；东部","economy","0.2","keyword rule did not produce a confident match"
"daily","日常的；每日的 | 日报；朝来夜去的女佣 | 日常地；每日；天天 | n. 日报；朝来夜去的女佣 | adj. 日常的；每日的 | adv. 日常地；每日；天天 | a. 每日的；日常的 ad. 每天 n. 日报","change","0.2","keyword rule did not produce a confident match"
"gun","枪支；枪状物；持枪歹徒 | 用枪射击；加大油门快速前进 | n. 枪支；枪状物；持枪歹徒 | vt. 向…开枪；开大油门 | vi. 用枪射击；加大油门快速前进 | n. 枪，炮","judgment","0.2","keyword rule did not produce a confident match"
"language","语言；语言文字；表达能力 | n. 语言；语言文字；表达能力 | n. 语言","society","0.2","keyword rule did not produce a confident match"
"anywhere","在任何地方；无论何处 | 任何地方 | n. 任何地方 | adv. 在任何地方；无论何处 | ad. 任何地方","change","0.2","keyword rule did not produce a confident match"
"save","节省；保存；储蓄；解救 | 除之外 | 救援 | prep. 除...之外 | n. 救援 | vi. 节省；挽救 | vt. 节省；保存；储蓄；解救 | vt. 救，挽救，节省","quantity","0.2","keyword rule did not produce a confident match"
"cousin","堂兄弟姊妹；表兄弟姊妹 | n. 堂兄弟姊妹；表兄弟姊妹 | n. 堂（表）兄弟，堂（表）姐妹","economy","0.2","keyword rule did not produce a confident match"
"granddaughter","孙女；外孙女 | n. 孙女；外孙女 | n. （外）孙女","society","0.2","keyword rule did not produce a confident match"
"class","阶级；班级；种类；班；等级 | 分类；把…分等级；把…归入某等级，把…看作（或分类、归类）；把…编入某一班级 | 极好的；很好的，优秀的，出色的 | n. 阶级；班级；种类；班；等级 | adj. 极好的；很好的，优秀的，出色的 | vt. 分类；把…分等级；把…归入某等级，把…看作（或分类、归类）；把…编入某一班级 | vi. 属于…类（或等级），被列为某类（或某级） | n. （学校的）班；年级；课","judgment","0.2","keyword rule did not produce a confident match"
"violin","小提琴；小提琴手 | n. 小提琴；小提琴手 | n. 小提琴 | 小提琴","economy","0.2","keyword rule did not produce a confident match"
"me","pron. 我（宾格） | 我（宾格） | 自我；极端自私的人；自我的一部分 | n. 自我；极端自私的人；自我的一部分","judgment","0.2","keyword rule did not produce a confident match"
"sound","听（诊）；测量，测…深；使发声；试探；宣告 | 声音，语音；噪音；海峡；吵闹；听力范围；[医] 探条 | 健全的，健康的；合理的；可靠的；有效彻底的 | 彻底地，充分地 | n. 声音，语音；噪音；海峡；吵闹；听力范围； 探条 | adj. 健全的，健康的；合理的；可靠的；有效彻底的 | vt. 听（诊）；测量，测…深；使发声；试探；宣告 | vi. 听起来；发出声音；回响；测深 | adv. 彻底地，充分地 | vi.听起来,发出声音n.声音","expression","0.2","keyword rule did not produce a confident match"
"beef","牛肉；肌肉；食用牛；牢骚 | 抱怨，告发；发牢骚 | n. 牛肉","judgment","0.2","keyword rule did not produce a confident match"
