word,meanings,meaningsByBook,usphone,ukphone,bookIds,semanticDomainId,semanticPath,semanticConfidence,reviewRequired
"relaxing","v. 放松；休息（relax的ing形式）；缓和；松懈 | adj. 令人轻松的","{""zhongkao"":[""v. 放松；休息（relax的ing形式）；缓和；松懈"",""adj. 令人轻松的""]}","rɪˈlæksɪŋ","rɪˈlæksɪŋ","zhongkao","judgment","判断与评价 › 判断·价值·评价 › relaxing","0.2","true"
"instrument","n. 仪器；工具；乐器；手段；器械 | n. 乐器；工具,器械 | 仪器， 工具； 乐器 | 仪器， 工具； 乐器 (n.)","{""zhongkao"":[""n. 仪器；工具；乐器；手段；器械""],""gaokao"":[""n. 乐器；工具,器械""],""cet4"":[""仪器， 工具； 乐器""],""cet6"":[""仪器， 工具； 乐器 (n.)""],""ielts"":[""仪器； 手段； 工具； 乐器""],""toefl"":[""仪器， 器械， 工具； 乐器""],""sat"":[""仪器""],""bec2"":[""仪器；工具；乐器；手段；器械""]}","ˈɪnstrəmənt","ˈɪnstrʊmənt","zhongkao | gaokao | cet4 | cet6 | ielts | toefl | sat | bec2","economy","经济与资源 › 经济·工作·资源 › instrument","0.2","true"
"extra","额外的；特别的 | n. 临时演员；号外；额外的事物；上等产品 | adj. 额外的，另外收费的；特大的 | adv. 特别地，非常；另外 | a. 额外的，外加的 | 特别地 | 额外的事物， 额外费用","{""zhongkao"":[""n. 临时演员；号外；额外的事物；上等产品"",""adj. 额外的，另外收费的；特大的"",""adv. 特别地，非常；另外""],""gaokao"":[""a. 额外的，外加的""],""cet4"":[""特别地"",""额外的；特别的"",""额外的事物， 额外费用""],""kaoyan2024"":[""n.临时演员；号外；额外的事物；上等产品adj.额外的，另外收费的；特大的adv.特别地，非常；另外""],""ielts"":[""额外地， 另外； 特别地"",""额外的；特别的""],""bec2"":[""特别地，非常；另外"",""临时演员；号外；额外的事物；上等产品"",""额外的，另外收费的；特大的""]}","ˈɛkstrə","ˈɛkstrə","zhongkao | gaokao | cet4 | kaoyan2024 | ielts | bec2","society","社会与个体 › 社会·群体·个体 › extra","0.2","true"
"ms","abbr. 存贮系统（Memory System）；主存储器（Main Storage）；主程序装置（Master Sequecer）；中速，平均速度（Medium Speed）；主（总）开关（Master Switch）","{""zhongkao"":[""abbr. 存贮系统（Memory System）；主存储器（Main Storage）；主程序装置（Master Sequecer）；中速，平均速度（Medium Speed）；主（总）开关（Master Switch）""]}","mɪz","ɛm-ɛs","zhongkao","cognition","认知与思维 › 感知·理解·记忆 › ms","0.67","false"
"astronaut","n. 宇航员，航天员；太空旅行者 | n. 宇航员","{""zhongkao"":[""n. 宇航员，航天员；太空旅行者""],""gaokao"":[""n. 宇航员""],""ielts"":[""宇航员""]}","ˈæstrəˌnɑt","ˈæstrənɔːt","zhongkao | gaokao | ielts","economy","经济与资源 › 经济·工作·资源 › astronaut","0.2","true"
"wooden","adj. 木制的；僵硬的，呆板的 | a. 木制的","{""zhongkao"":[""adj. 木制的；僵硬的，呆板的""],""gaokao"":[""a. 木制的""],""bec2"":[""木制的；僵硬的，呆板的""]}","ˈwʊdən","ˈwʊdn","zhongkao | gaokao | bec2","control","控制与影响 › 控制·管理·影响 › wooden","0.2","true"
"homeless","adj. 无家可归的 | 无家可归的人 | 无家可归","{""zhongkao"":[""adj. 无家可归的"",""无家可归的人"",""无家可归""]}","ˈhoʊmləs","ˈhəʊmləs","zhongkao","quantity","程度·范围·数量 › 数量·范围·程度 › homeless","0.67","false"
"opening","开始；机会；通路；空缺的职位 | 开始的 | 开放（open的ing形式）；打开；公开 | n. 开始；机会；通路；空缺的职位 | adj. 开始的 | v. 开放（open的ing形式）；打开；公开 | n. 开放，口子 | 开首的，开始的 | 口子， 洞， 孔； 开始； 空缺","{""zhongkao"":[""n. 开始；机会；通路；空缺的职位"",""adj. 开始的"",""v. 开放（open的ing形式）；打开；公开""],""gaokao"":[""n. 开放，口子""],""cet4"":[""开首的，开始的"",""口子， 洞， 孔； 开始； 空缺""],""tem4"":[""开始；机会；通路；空缺的职位"",""开始的"",""开放（open的ing形式）；打开；公开""],""bec2"":[""开始；机会；通路；空缺的职位"",""开始的"",""开放（open的ing形式）；打开；公开""]}","ˈoʊpənɪŋ","ˈəʊpnɪŋ","zhongkao | gaokao | cet4 | tem4 | bec2","society","社会与个体 › 社会·群体·个体 › opening","0.2","true"
"shall","aux. 应；会；将；必须","{""zhongkao"":[""aux. 应；会；将；必须""]}","ʃæl","ʃæl","zhongkao","control","控制与影响 › 控制·管理·影响 › shall","0.2","true"
"sing","n. 演唱；鸣声；呼啸声 | vt. 唱；用诗赞颂；唱着使 | vi. 唱歌；歌颂；鸣叫；呼号","{""zhongkao"":[""n. 演唱；鸣声；呼啸声"",""vt. 唱；用诗赞颂；唱着使"",""vi. 唱歌；歌颂；鸣叫；呼号""]}","sɪŋ","sɪŋ","zhongkao","expression","表达与观点 › 语言·观点·交流 › sing","0.2","true"
"agent","代理人，代理商；药剂；特工 | 由…作中介；由…代理 | 代理的 | n. 代理人，代理商；药剂；特工 | adj. 代理的 | vt. 由…作中介；由…代理 | n. 代理人，经济人 | 代理人， 代理商； 政府代表； 动因， 原因； 剂 | 代理人， 代理商； 政府代表； 动因， 原因； 剂 (n.)","{""zhongkao"":[""n. 代理人，代理商；药剂；特工"",""adj. 代理的"",""vt. 由…作中介；由…代理""],""gaokao"":[""n. 代理人，经济人""],""cet4"":[""代理人， 代理商； 政府代表； 动因， 原因； 剂""],""cet6"":[""代理人， 代理商； 政府代表； 动因， 原因； 剂 (n.)""],""tem4"":[""代理人，代理商；药剂；特工"",""由…作中介；由…代理"",""代理的""],""bec2"":[""代理人，代理商；药剂；特工"",""由…作中介；由…代理"",""代理的""]}","ˈeɪʤənt","ˈeɪʤənt","zhongkao | gaokao | cet4 | cet6 | tem4 | bec2","quantity","程度·范围·数量 › 数量·范围·程度 › agent","0.2","true"
"cage","n. 笼，兽笼；牢房，监狱 | vt. 把…关进笼子；把…囚禁起来 | n 笼；鸟笼","{""zhongkao"":[""n. 笼，兽笼；牢房，监狱"",""vt. 把…关进笼子；把…囚禁起来""],""gaokao"":[""n 笼；鸟笼""],""bec2"":[""笼，兽笼；牢房，监狱"",""把…关进笼子；把…囚禁起来""]}","keɪʤ","keɪʤ","zhongkao | gaokao | bec2","control","控制与影响 › 控制·管理·影响 › cage","0.2","true"
"might","n. 力量；威力；势力 | v. 可以；或许（may的过去式）；应该 | aux. 可能；也许 | v. aux. (may的过去式，助动词) 可能，也许，或许","{""zhongkao"":[""n. 力量；威力；势力"",""v. 可以；或许（may的过去式）；应该"",""aux. 可能；也许""],""gaokao"":[""v. aux. (may的过去式，助动词) 可能，也许，或许""]}","maɪt","maɪt","zhongkao | gaokao","economy","经济与资源 › 经济·工作·资源 › might","0.2","true"
"graduate","n. 研究生；毕业生 | adj. 毕业的；研究生的 | vt. 授予…学位；分等级；标上刻度 | vi. 毕业；渐变 | v. 毕业 | 研究生的 | 毕业 | 毕业生；研究生 | 研究生的 (adj.) | 毕业 (v.) | 毕业生；研究生 (n.)","{""zhongkao"":[""n. 研究生；毕业生"",""adj. 毕业的；研究生的"",""vt. 授予…学位；分等级；标上刻度"",""vi. 毕业；渐变""],""gaokao"":[""v. 毕业""],""cet4"":[""研究生的"",""毕业"",""毕业生；研究生""],""cet6"":[""研究生的 (adj.)"",""毕业 (v.)"",""毕业生；研究生 (n.)""],""kaoyan2024"":[""n.研究生；毕业生adj.毕业的；研究生的vt.授予…学位；分等级；标上刻度vi.毕业；渐变""],""ielts"":[""毕业； 获得学位"",""毕业生；研究生['grædʒʊeɪt]""],""sat"":[""量筒， 量杯； 一量筒或量杯的量""]}","ˈɡræʤuɪt","ˈɡræʤuət","zhongkao | gaokao | cet4 | cet6 | kaoyan2024 | ielts | sat","action","行动与选择 › 行动·选择·执行 › graduate","0.2","true"
"upset","n. 混乱；翻倒；颠覆 | adj. 心烦的；混乱的；弄翻的 | vt. 使心烦；颠覆；扰乱 | vi. 翻倒 | a. 心烦的，苦恼的 | 心烦的， 苦恼的； 不适的 | 使心烦意乱，使苦恼，使不适；搅乱；弄翻，倾覆 | 翻倒；搅乱；不安；不适","{""zhongkao"":[""n. 混乱；翻倒；颠覆"",""adj. 心烦的；混乱的；弄翻的"",""vt. 使心烦；颠覆；扰乱"",""vi. 翻倒""],""gaokao"":[""a. 心烦的，苦恼的""],""cet4"":[""心烦的， 苦恼的； 不适的"",""使心烦意乱，使苦恼，使不适；搅乱；弄翻，倾覆"",""翻倒；搅乱；不安；不适""],""kaoyan2024"":[""n.混乱；翻倒；颠覆adj.心烦的；混乱的；弄翻的vt.使心烦；颠覆；扰乱vi.翻倒""],""ielts"":[""心烦的； 不适的"",""使苦恼；搅乱；推翻，颠倒[ˌʌp's3t]""],""toefl"":[""心烦意乱的； 不适的"",""使心烦意乱； 颠覆， 推翻； 搅乱"",""困扰， 麻烦； 出乎意料的结局； 苦恼""]}","əpˈsɛt","ʌpˈsɛt","zhongkao | gaokao | cet4 | kaoyan2024 | ielts | toefl","economy","经济与资源 › 经济·工作·资源 › upset","0.2","true"
"celebration","n. 庆典，庆祝会；庆祝；颂扬 | n. 庆祝；庆祝会","{""zhongkao"":[""n. 庆典，庆祝会；庆祝；颂扬""],""gaokao"":[""n. 庆祝；庆祝会""],""kaoyan2024"":[""n.庆典，庆祝会；庆祝；颂扬""],""bec2"":[""庆典，庆祝会；庆祝；颂扬""]}","ˌsɛləˈbreɪʃən","ˌsɛlɪˈbreɪʃᵊn","zhongkao | gaokao | kaoyan2024 | bec2","society","社会与个体 › 社会·群体·个体 › celebration","0.2","true"
"go","n. 去；进行；尝试 | vi. 走；达到；运转；趋于 | vt. 忍受；出产；以…打赌","{""zhongkao"":[""n. 去；进行；尝试"",""vi. 走；达到；运转；趋于"",""vt. 忍受；出产；以…打赌""]}","ɡoʊ","ɡəʊ","zhongkao","time","时间与过程 › 时间·顺序·过程 › go","0.2","true"
"eleventh","num. 第十一；十一分之一 | n. 第十一；十一分之一 | adj. 第十一的；十一分之一的","{""zhongkao"":[""num. 第十一；十一分之一"",""n. 第十一；十一分之一"",""adj. 第十一的；十一分之一的""]}","ɪˈlɛvənθ","ɪˈlɛvnθ","zhongkao","state","状态与存在 › 状态·属性·存在 › eleventh","0.2","true"
"hunger","n. 饿，饥饿；渴望 | vt. 使……挨饿 | vi. 渴望；挨饿 | n. 饥饿","{""zhongkao"":[""n. 饿，饥饿；渴望"",""vt. 使……挨饿"",""vi. 渴望；挨饿""],""gaokao"":[""n. 饥饿""],""bec2"":[""饿，饥饿；渴望"",""渴望；挨饿""]}","ˈhʌŋɡər","ˈhʌŋɡə","zhongkao | gaokao | bec2","expression","表达与观点 › 语言·观点·交流 › hunger","0.2","true"
"roll","n. 卷，卷形物；名单；摇晃 | vt. 卷；滚动，转动；辗 | vi. 卷；滚动；转动；起伏，摇晃 | v. 滚动, 打滚 n. 面包圈，小圆面包；卷状物","{""zhongkao"":[""n. 卷，卷形物；名单；摇晃"",""vt. 卷；滚动，转动；辗"",""vi. 卷；滚动；转动；起伏，摇晃""],""gaokao"":[""v. 滚动, 打滚 n. 面包圈，小圆面包；卷状物""],""toefl"":[""滚动，转动；卷，绕；摇摆，摇晃"",""卷； 卷形物； 名单， 花名册""],""bec2"":[""卷；滚动，转动；辗"",""卷，卷形物；名单；摇晃""]}","roʊl","rəʊl","zhongkao | gaokao | toefl | bec2","economy","经济与资源 › 经济·工作·资源 › roll","0.2","true"
"secondly","adv. 其次；第二","{""zhongkao"":[""adv. 其次；第二""]}","ˈsɛkəndli","ˈsɛkəndli","zhongkao","expression","表达与观点 › 语言·观点·交流 › secondly","0.2","true"
"come","vi. 来；开始；出现；发生；变成；到达 | vt. 做；假装；将满（…岁） | int. 嗨！","{""zhongkao"":[""vi. 来；开始；出现；发生；变成；到达"",""vt. 做；假装；将满（…岁）"",""int. 嗨！""]}","kʌm","kʌm","zhongkao","cognition","认知与思维 › 感知·理解·记忆 › come","0.2","true"
"washroom","n. 洗手间；盥洗室；厕所 | n. 盥洗室","{""zhongkao"":[""n. 洗手间；盥洗室；厕所""],""gaokao"":[""n. 盥洗室""]}","ˈwɑˌʃrum","ˈwɒʃrʊm","zhongkao | gaokao","control","控制与影响 › 控制·管理·影响 › washroom","0.2","true"
"centimetre","n. 厘米；公分 | (美 centimeter) n. 公分，厘米 | 公分， 厘米","{""zhongkao"":[""n. 厘米；公分""],""gaokao"":[""(美 centimeter) n. 公分，厘米""],""cet4"":[""公分， 厘米""]}","ˈsɛntəˌmitər","ˈsɛntɪˌmiːtə","zhongkao | gaokao | cet4","time","时间与过程 › 时间·顺序·过程 › centimetre","0.67","false"
"tennis","n. 网球（运动） | n. 网球","{""zhongkao"":[""n. 网球（运动）""],""gaokao"":[""n. 网球""]}","ˈtɛnəs","ˈtɛnɪs","zhongkao | gaokao","economy","经济与资源 › 经济·工作·资源 › tennis","0.2","true"
"view","n. 观察；视野；意见；风景 | vt. 观察；考虑；查看 | n. 看法,见解；风景,景色","{""zhongkao"":[""n. 观察；视野；意见；风景"",""vt. 观察；考虑；查看""],""gaokao"":[""n. 看法,见解；风景,景色""],""kaoyan2024"":[""n. 观察；视野；意见；风景vt. 观察；考虑；查看""],""bec2"":[""观察；视野；意见；风景"",""观察；考虑；查看""]}","vju","vjuː","zhongkao | gaokao | kaoyan2024 | bec2","quantity","程度·范围·数量 › 数量·范围·程度 › view","0.2","true"
"trader","n. 交易者；商人；商船","{""zhongkao"":[""n. 交易者；商人；商船""]}","ˈtreɪdər","ˈtreɪdə","zhongkao","economy","经济与资源 › 经济·工作·资源 › trader","0.67","false"
"recycle","n. 再生；再循环；重复利用 | vt. 使再循环；使…重新利用 | vi. 重复利用 | vt. 回收；再循环 | 回收利用 (vt.)","{""zhongkao"":[""n. 再生；再循环；重复利用"",""vt. 使再循环；使…重新利用"",""vi. 重复利用""],""gaokao"":[""vt. 回收；再循环""],""cet6"":[""回收利用 (vt.)""],""ielts"":[""回收利用""],""toefl"":[""回收利用， 再应用""]}","riˈsaɪkəl","ˌriːˈsaɪkl","zhongkao | gaokao | cet6 | ielts | toefl","quantity","程度·范围·数量 › 数量·范围·程度 › recycle","0.2","true"
"golfer","n. 高尔夫球手","{""zhongkao"":[""n. 高尔夫球手""],""tem4"":[""高尔夫球手""]}","ˈɡɑlfər","ˈɡɒlfə","zhongkao | tem4","change","变化与发展 › 变化·增长·演进 › golfer","0.2","true"
"matter","n. 物质；事件 | vi. 有关系；要紧 | n. 要紧事，要紧, 事情；问题 vi. 要紧，有重大关系","{""zhongkao"":[""n. 物质；事件"",""vi. 有关系；要紧""],""gaokao"":[""n. 要紧事，要紧, 事情；问题 vi. 要紧，有重大关系""],""kaoyan2024"":[""n. 物质；事件vi. 有关系；要紧""],""sat"":[""物质""],""bec2"":[""物质；事件"",""有关系；要紧""]}","ˈmætər","ˈmætə","zhongkao | gaokao | kaoyan2024 | sat | bec2","action","行动与选择 › 行动·选择·执行 › matter","0.2","true"
"say","vt. 讲；说明；例如；声称；假设；指明 | vi. 讲；表示；念；假定；背诵","{""zhongkao"":[""vt. 讲；说明；例如；声称；假设；指明"",""vi. 讲；表示；念；假定；背诵""]}","seɪ","seɪ","zhongkao","expression","表达与观点 › 语言·观点·交流 › say","0.67","false"
"lyrics","n. 歌词；抒情诗（lyric的复数）","{""zhongkao"":[""n. 歌词；抒情诗（lyric的复数）""]}","ˈlɪrɪks","ˈlɪrɪks","zhongkao","relation","因果与关系 › 原因·结果·连接 › lyrics","0.2","true"
"koala","n. 树袋熊，无尾熊（产于澳大利亚，又名考拉）","{""zhongkao"":[""n. 树袋熊，无尾熊（产于澳大利亚，又名考拉）""]}","koʊˈɑlə","kəʊˈɑːlə","zhongkao","control","控制与影响 › 控制·管理·影响 › koala","0.2","true"
"colour","n. 颜色；风格；气色，面色；外貌 | vt. 把…涂颜色，粉饰；歪曲；使脸红 | vi. 变色 | n. 颜色 vt.给…着色，涂色【英】","{""zhongkao"":[""n. 颜色；风格；气色，面色；外貌"",""vt. 把…涂颜色，粉饰；歪曲；使脸红"",""vi. 变色""],""gaokao"":[""n. 颜色 vt.给…着色，涂色【英】""]}","colour","ˈkʌlə","zhongkao | gaokao","cognition","认知与思维 › 感知·理解·记忆 › colour","0.2","true"
"hit","n. 打；打击；（演出等）成功；讽刺 | vt. 打击；袭击；碰撞；偶然发现；伤…的感情 | vi. 打；打击；碰撞；偶然碰上","{""zhongkao"":[""n. 打；打击；（演出等）成功；讽刺"",""vt. 打击；袭击；碰撞；偶然发现；伤…的感情"",""vi. 打；打击；碰撞；偶然碰上""],""bec2"":[""打击；袭击；碰撞；偶然发现；伤…的感情"",""打；打击；（演出等）成功；讽刺""]}","hɪt","hɪt","zhongkao | bec2","expression","表达与观点 › 语言·观点·交流 › hit","0.2","true"
